asset_id,date,name,end_date,ann_date,change_reason,source_id,available_at,decision_time
000510.SZ,20150413,*ST金路,20160428,20150410,*ST,tushare,20150410T16:00:00+08:00,20150410T09:00:00+08:00
002459.SZ,20150413,天业通联,20191212,20150410,撤销*ST,tushare,20150410T16:00:00+08:00,20150410T09:00:00+08:00
600299.SH,20150410,蓝星新材,20151228,20150409,撤销*ST,tushare,20150409T16:00:00+08:00,20150409T09:00:00+08:00
300090.SZ,20150410,盛运环保,,20150411,其他,tushare,20150411T16:00:00+08:00,20150411T09:00:00+08:00
000912.SZ,20150409,*ST天化,20160314,20150408,*ST,tushare,20150408T16:00:00+08:00,20150408T09:00:00+08:00
000908.SZ,20150407,景峰医药,,20150407,改名,tushare,20150407T16:00:00+08:00,20150407T09:00:00+08:00
600075.SH,20150403,新疆天业,,20150402,撤销*ST,tushare,20150402T16:00:00+08:00,20150402T09:00:00+08:00
600598.SH,20150403,北大荒,,20150402,撤销*ST,tushare,20150402T16:00:00+08:00,20150402T09:00:00+08:00
002234.SZ,20150403,民和股份,,20150402,撤销*ST,tushare,20150402T16:00:00+08:00,20150402T09:00:00+08:00
600654.SH,20150402,中安消,20170502,20150331,改名,tushare,20150331T16:00:00+08:00,20150331T09:00:00+08:00
000927.SZ,20150402,*ST夏利,20160417,20150401,*ST,tushare,20150401T16:00:00+08:00,20150401T09:00:00+08:00
000155.SZ,20150402,ST川化,20150503,20150401,ST,tushare,20150401T16:00:00+08:00,20150401T09:00:00+08:00
002354.SZ,20150402,天神娱乐,20200505,20150402,改名,tushare,20150402T16:00:00+08:00,20150402T09:00:00+08:00
600656.SH,20150331,*ST博元,20160328,20150328,*ST,tushare,20150328T16:00:00+08:00,20150328T09:00:00+08:00
600644.SH,20150331,*ST乐电,20160309,20150330,*ST,tushare,20150330T16:00:00+08:00,20150330T09:00:00+08:00
600871.SH,20150331,石化油服,20180328,20150330,摘星改名,tushare,20150330T16:00:00+08:00,20150330T09:00:00+08:00
000504.SZ,20150331,南华生物,20160425,20150330,摘星改名,tushare,20150330T16:00:00+08:00,20150330T09:00:00+08:00
000779.SZ,20150330,三毛派神,20190702,20150327,撤销*ST,tushare,20150327T16:00:00+08:00,20150327T09:00:00+08:00
000068.SZ,20150325,*ST华赛,20160411,20150324,*ST,tushare,20150324T16:00:00+08:00,20150324T09:00:00+08:00
600069.SH,20150324,*ST银鸽,20160404,20150321,*ST,tushare,20150321T16:00:00+08:00,20150321T09:00:00+08:00
000822.SZ,20150324,山东海化,,20150323,撤销*ST,tushare,20150323T16:00:00+08:00,20150323T09:00:00+08:00
600860.SH,20150324,京城股份,20170320,20150323,撤销*ST,tushare,20150323T16:00:00+08:00,20150323T09:00:00+08:00
300208.SZ,20150324,恒顺众昇,20190211,20150324,改名,tushare,20150324T16:00:00+08:00,20150324T09:00:00+08:00
002192.SZ,20150323,*ST路翔,20150823,20150320,*ST,tushare,20150320T16:00:00+08:00,20150320T09:00:00+08:00
002160.SZ,20150320,常铝股份,,20150319,撤销*ST,tushare,20150319T16:00:00+08:00,20150319T09:00:00+08:00
600652.SH,20150319,游久游戏,20190505,20150314,改名,tushare,20150314T16:00:00+08:00,20150314T09:00:00+08:00
600228.SH,20150319,昌九生化,20170313,20150318,撤销*ST,tushare,20150318T16:00:00+08:00,20150318T09:00:00+08:00
002280.SZ,20150319,联络互动,,20150319,改名,tushare,20150319T16:00:00+08:00,20150319T09:00:00+08:00
600176.SH,20150318,中国巨石,,20150313,改名,tushare,20150313T16:00:00+08:00,20150313T09:00:00+08:00
600217.SH,20150318,*ST秦岭,20160308,20150317,*ST,tushare,20150317T16:00:00+08:00,20150317T09:00:00+08:00
600550.SH,20150318,保变电气,,20150317,撤销*ST,tushare,20150317T16:00:00+08:00,20150317T09:00:00+08:00
002164.SZ,20150316,宁波东力,,20150313,撤销*ST,tushare,20150313T16:00:00+08:00,20150313T09:00:00+08:00
000008.SZ,20150313,神州高铁,,20150313,改名,tushare,20150313T16:00:00+08:00,20150313T09:00:00+08:00
002195.SZ,20150313,二三四五,,20150313,改名,tushare,20150313T16:00:00+08:00,20150313T09:00:00+08:00
000677.SZ,20150312,*ST海龙,20160324,20150311,*ST,tushare,20150311T16:00:00+08:00,20150311T09:00:00+08:00
002346.SZ,20150312,柘中股份,,20150312,改名,tushare,20150312T16:00:00+08:00,20150312T09:00:00+08:00
000711.SZ,20150311,*ST京蓝,20160215,20150310,*ST,tushare,20150310T16:00:00+08:00,20150310T09:00:00+08:00
000976.SZ,20150311,*ST春晖,20160224,20150310,*ST,tushare,20150310T16:00:00+08:00,20150310T09:00:00+08:00
600566.SH,20150310,济川药业,,20150304,改名,tushare,20150304T16:00:00+08:00,20150304T09:00:00+08:00
002506.SZ,20150309,*ST集成,20150811,20150309,改名,tushare,20150309T16:00:00+08:00,20150309T09:00:00+08:00
000925.SZ,20150306,众合科技,,20150306,改名,tushare,20150306T16:00:00+08:00,20150306T09:00:00+08:00
002312.SZ,20150305,三泰控股,20170427,20150305,改名,tushare,20150305T16:00:00+08:00,20150305T09:00:00+08:00
600689.SH,20150303,上海三毛,,20150302,撤销*ST,tushare,20150302T16:00:00+08:00,20150302T09:00:00+08:00
600306.SH,20150303,商业城,20160426,20150302,撤销*ST,tushare,20150302T16:00:00+08:00,20150302T09:00:00+08:00
002006.SZ,20150302,精功科技,,20150227,撤销*ST,tushare,20150227T16:00:00+08:00,20150227T09:00:00+08:00
600984.SH,20150225,*ST建机,20160509,20150217,*ST,tushare,20150217T16:00:00+08:00,20150217T09:00:00+08:00
600695.SH,20150212,绿庭投资,,20150207,改名,tushare,20150207T16:00:00+08:00,20150207T09:00:00+08:00
600163.SH,20150211,*ST南纸,20151209,20150210,*ST,tushare,20150210T16:00:00+08:00,20150210T09:00:00+08:00
600381.SH,20150210,贤成矿业,20150611,20150209,撤销*ST,tushare,20150209T16:00:00+08:00,20150209T09:00:00+08:00
600282.SH,20150210,南钢股份,,20150209,撤销*ST,tushare,20150209T16:00:00+08:00,20150209T09:00:00+08:00
000150.SZ,20150209,宜华健康,,20150209,改名,tushare,20150209T16:00:00+08:00,20150209T09:00:00+08:00
000616.SZ,20150206,海航投资,,20150206,改名,tushare,20150206T16:00:00+08:00,20150206T09:00:00+08:00
000676.SZ,20150204,智度投资,20160825,20150204,改名,tushare,20150204T16:00:00+08:00,20150204T09:00:00+08:00
300266.SZ,20150204,兴源环境,,20150204,改名,tushare,20150204T16:00:00+08:00,20150204T09:00:00+08:00
002555.SZ,20150203,顺荣三七,20160118,20150203,改名,tushare,20150203T16:00:00+08:00,20150203T09:00:00+08:00
600588.SH,20150130,用友网络,,20150127,改名,tushare,20150127T16:00:00+08:00,20150127T09:00:00+08:00
600715.SH,20150130,*ST松辽,20160313,20150129,*ST,tushare,20150129T16:00:00+08:00,20150129T09:00:00+08:00
002633.SZ,20150128,*ST申科,20160329,20150127,*ST,tushare,20150127T16:00:00+08:00,20150127T09:00:00+08:00
600111.SH,20150120,北方稀土,,20150115,改名,tushare,20150115T16:00:00+08:00,20150115T09:00:00+08:00
002491.SZ,20150120,通鼎互联,,20150120,改名,tushare,20150120T16:00:00+08:00,20150120T09:00:00+08:00
000607.SZ,20150119,华媒控股,,20150119,改名,tushare,20150119T16:00:00+08:00,20150119T09:00:00+08:00
600803.SH,20150116,新奥股份,,20150113,改名,tushare,20150113T16:00:00+08:00,20150113T09:00:00+08:00
002143.SZ,20150115,印纪传媒,20190407,20150115,改名,tushare,20150115T16:00:00+08:00,20150115T09:00:00+08:00
600610.SH,20150114,*ST中毅,20150505,20150110,改名,tushare,20150110T16:00:00+08:00,20150110T09:00:00+08:00
000516.SZ,20150113,国际医学,,20150113,改名,tushare,20150113T16:00:00+08:00,20150113T09:00:00+08:00
600556.SH,20150112,慧球科技,20160912,20150107,改名,tushare,20150107T16:00:00+08:00,20150107T09:00:00+08:00
600422.SH,20150109,昆药集团,,20150106,其他,tushare,20150106T16:00:00+08:00,20150106T09:00:00+08:00
600893.SH,20150109,中航动力,20170508,20150106,改名,tushare,20150106T16:00:00+08:00,20150106T09:00:00+08:00
002447.SZ,20150107,壹桥海参,20161012,20150107,改名,tushare,20150107T16:00:00+08:00,20150107T09:00:00+08:00
000546.SZ,20150106,金圆股份,,20150106,改名,tushare,20150106T16:00:00+08:00,20150106T09:00:00+08:00
002036.SZ,20150105,汉麻产业,20160302,20150105,改名,tushare,20150105T16:00:00+08:00,20150105T09:00:00+08:00
000021.SZ,20150105,深科技,,20150105,其他,tushare,20150105T16:00:00+08:00,20150105T09:00:00+08:00
600428.SH,20161230,中远海特,,20161227,改名,tushare,20161227T16:00:00+08:00,20161227T09:00:00+08:00
002468.SZ,20161230,申通快递,,20161230,改名,tushare,20161230T16:00:00+08:00,20161230T09:00:00+08:00
002565.SZ,20161223,顺灏股份,,20161223,改名,tushare,20161223T16:00:00+08:00,20161223T09:00:00+08:00
601866.SH,20161222,中远海发,,20161217,改名,tushare,20161217T16:00:00+08:00,20161217T09:00:00+08:00
000820.SZ,20161216,神雾节能,20190411,20161216,改名,tushare,20161216T16:00:00+08:00,20161216T09:00:00+08:00
601919.SH,20161208,中远海控,,20161203,改名,tushare,20161203T16:00:00+08:00,20161203T09:00:00+08:00
300048.SZ,20161202,合康新能,,20161202,改名,tushare,20161202T16:00:00+08:00,20161202T09:00:00+08:00
600026.SH,20161128,中远海能,,20161122,改名,tushare,20161122T16:00:00+08:00,20161122T09:00:00+08:00
600896.SH,20161128,览海投资,20180502,20161125,改名,tushare,20161125T16:00:00+08:00,20161125T09:00:00+08:00
600793.SH,20161121,宜宾纸业,,20161118,撤销ST,tushare,20161118T16:00:00+08:00,20161118T09:00:00+08:00
600381.SH,20161121,青海春天,,20161118,撤销ST,tushare,20161118T16:00:00+08:00,20161118T09:00:00+08:00
002050.SZ,20161118,三花智控,,20161118,改名,tushare,20161118T16:00:00+08:00,20161118T09:00:00+08:00
600179.SH,20161117,安通控股,20190618,20161112,改名,tushare,20161112T16:00:00+08:00,20161112T09:00:00+08:00
002010.SZ,20161116,传化智联,,20161116,改名,tushare,20161116T16:00:00+08:00,20161116T09:00:00+08:00
002663.SZ,20161115,普邦股份,,20161115,其他,tushare,20161115T16:00:00+08:00,20161115T09:00:00+08:00
600242.SH,20161110,中昌数据,,20161107,改名,tushare,20161107T16:00:00+08:00,20161107T09:00:00+08:00
002622.SZ,20161108,融钰集团,,20161108,改名,tushare,20161108T16:00:00+08:00,20161108T09:00:00+08:00
002256.SZ,20161108,兆新股份,20200426,20161108,改名,tushare,20161108T16:00:00+08:00,20161108T09:00:00+08:00
002728.SZ,20161107,特一药业,,20161107,改名,tushare,20161107T16:00:00+08:00,20161107T09:00:00+08:00
002629.SZ,20161104,仁智股份,20190429,20161104,改名,tushare,20161104T16:00:00+08:00,20161104T09:00:00+08:00
600179.SH,20161103,黑化股份,20161116,20161102,撤销*ST,tushare,20161102T16:00:00+08:00,20161102T09:00:00+08:00
600346.SH,20161103,恒力股份,20190627,20161102,撤销*ST,tushare,20161102T16:00:00+08:00,20161102T09:00:00+08:00
300116.SZ,20161031,坚瑞沃能,,20161029,改名,tushare,20161029T16:00:00+08:00,20161029T09:00:00+08:00
600608.SH,20161027,上海科技,20170326,20161026,撤销ST,tushare,20161026T16:00:00+08:00,20161026T09:00:00+08:00
002347.SZ,20161027,泰尔股份,,20161027,改名,tushare,20161027T16:00:00+08:00,20161027T09:00:00+08:00
000667.SZ,20161026,美好置业,,20161026,其他,tushare,20161026T16:00:00+08:00,20161026T09:00:00+08:00
000626.SZ,20161025,远大控股,,20161025,改名,tushare,20161025T16:00:00+08:00,20161025T09:00:00+08:00
002742.SZ,20161021,三圣股份,,20161021,改名,tushare,20161021T16:00:00+08:00,20161021T09:00:00+08:00
600233.SH,20161020,圆通速递,,20161018,改名,tushare,20161018T16:00:00+08:00,20161018T09:00:00+08:00
000910.SZ,20161019,大亚圣象,,20161019,改名,tushare,20161019T16:00:00+08:00,20161019T09:00:00+08:00
000863.SZ,20161018,三湘印象,,20161018,改名,tushare,20161018T16:00:00+08:00,20161018T09:00:00+08:00
000813.SZ,20161017,德展健康,,20161015,改名,tushare,20161015T16:00:00+08:00,20161015T09:00:00+08:00
002447.SZ,20161013,壹桥股份,20180201,20161013,改名,tushare,20161013T16:00:00+08:00,20161013T09:00:00+08:00
002019.SZ,20161011,亿帆医药,,20161011,改名,tushare,20161011T16:00:00+08:00,20161011T09:00:00+08:00
600055.SH,20160928,万东医疗,,20160922,改名,tushare,20160922T16:00:00+08:00,20160922T09:00:00+08:00
000790.SZ,20160927,泰合健康,20200407,20160927,改名,tushare,20160927T16:00:00+08:00,20160927T09:00:00+08:00
603018.SH,20160926,中设集团,,20160922,改名,tushare,20160922T16:00:00+08:00,20160922T09:00:00+08:00
600217.SH,20160923,中再资环,,20160920,改名,tushare,20160920T16:00:00+08:00,20160920T09:00:00+08:00
002539.SZ,20160920,云图控股,,20160920,改名,tushare,20160920T16:00:00+08:00,20160920T09:00:00+08:00
002247.SZ,20160919,帝龙文化,20181008,20160919,改名,tushare,20160919T16:00:00+08:00,20160919T09:00:00+08:00
002425.SZ,20160914,凯撒文化,,20160914,改名,tushare,20160914T16:00:00+08:00,20160914T09:00:00+08:00
600556.SH,20160913,ST慧球,20200420,20160913,ST,tushare,20160913T16:00:00+08:00,20160913T09:00:00+08:00
300043.SZ,20160829,星辉娱乐,,20160827,其他,tushare,20160827T16:00:00+08:00,20160827T09:00:00+08:00
600882.SH,20160826,广泽股份,20190314,20160823,改名,tushare,20160823T16:00:00+08:00,20160823T09:00:00+08:00
000676.SZ,20160826,智度股份,,20160826,改名,tushare,20160826T16:00:00+08:00,20160826T09:00:00+08:00
300372.SZ,20160823,欣泰电气,20170716,20160820,其他,tushare,20160820T16:00:00+08:00,20160820T09:00:00+08:00
002105.SZ,20160819,信隆健康,,20160819,改名,tushare,20160819T16:00:00+08:00,20160819T09:00:00+08:00
002670.SZ,20160817,国盛金控,,20160817,改名,tushare,20160817T16:00:00+08:00,20160817T09:00:00+08:00
002123.SZ,20160817,梦网荣信,20170820,20160817,改名,tushare,20160817T16:00:00+08:00,20160817T09:00:00+08:00
002053.SZ,20160816,云南能投,,20160816,改名,tushare,20160816T16:00:00+08:00,20160816T09:00:00+08:00
600090.SH,20160808,同济堂,,20160803,改名,tushare,20160803T16:00:00+08:00,20160803T09:00:00+08:00
000815.SZ,20160802,美利云,,20160802,改名,tushare,20160802T16:00:00+08:00,20160802T09:00:00+08:00
000987.SZ,20160801,越秀金控,,20160730,改名,tushare,20160730T16:00:00+08:00,20160730T09:00:00+08:00
002355.SZ,20160801,兴民智通,,20160801,改名,tushare,20160801T16:00:00+08:00,20160801T09:00:00+08:00
002509.SZ,20160727,天广中茂,,20160727,改名,tushare,20160727T16:00:00+08:00,20160727T09:00:00+08:00
300459.SZ,20160726,金科娱乐,20170718,20160726,改名,tushare,20160726T16:00:00+08:00,20160726T09:00:00+08:00
002624.SZ,20160726,完美世界,,20160726,改名,tushare,20160726T16:00:00+08:00,20160726T09:00:00+08:00
300219.SZ,20160719,鸿利智汇,,20160719,改名,tushare,20160719T16:00:00+08:00,20160719T09:00:00+08:00
600539.SH,20160715,ST狮头,20170416,20160714,ST,tushare,20160714T16:00:00+08:00,20160714T09:00:00+08:00
000040.SZ,20160715,东旭蓝天,,20160715,改名,tushare,20160715T16:00:00+08:00,20160715T09:00:00+08:00
002270.SZ,20160713,华明装备,,20160713,改名,tushare,20160713T16:00:00+08:00,20160713T09:00:00+08:00
000609.SZ,20160713,绵石投资,20180301,20160713,改名,tushare,20160713T16:00:00+08:00,20160713T09:00:00+08:00
000526.SZ,20160713,紫光学大,20170410,20160713,改名,tushare,20160713T16:00:00+08:00,20160713T09:00:00+08:00
300372.SZ,20160712,*欣泰,20160822,20160709,*ST,tushare,20160709T16:00:00+08:00,20160709T09:00:00+08:00
000611.SZ,20160711,*ST天首,20170607,20160711,改名,tushare,20160711T16:00:00+08:00,20160711T09:00:00+08:00
600777.SH,20160706,新潮能源,,20160630,改名,tushare,20160630T16:00:00+08:00,20160630T09:00:00+08:00
002113.SZ,20160706,天润数娱,20190327,20160706,改名,tushare,20160706T16:00:00+08:00,20160706T09:00:00+08:00
600568.SH,20160704,中珠医疗,,20160629,改名,tushare,20160629T16:00:00+08:00,20160629T09:00:00+08:00
600980.SH,20160629,北矿科技,,20160624,改名,tushare,20160624T16:00:00+08:00,20160624T09:00:00+08:00
600381.SH,20160629,ST春天,20161120,20160628,ST,tushare,20160628T16:00:00+08:00,20160628T09:00:00+08:00
002397.SZ,20160629,梦洁股份,,20160629,其他,tushare,20160629T16:00:00+08:00,20160629T09:00:00+08:00
600892.SH,20160627,大晟文化,20200429,20160622,改名,tushare,20160622T16:00:00+08:00,20160622T09:00:00+08:00
832317.BJ,20160627,观典防务,,20160625,改名,tushare,20160625T16:00:00+08:00,20160625T09:00:00+08:00
600602.SH,20160622,云赛智联,,20160617,改名,tushare,20160617T16:00:00+08:00,20160617T09:00:00+08:00
300300.SZ,20160622,汉鼎宇佑,,20160622,改名,tushare,20160622T16:00:00+08:00,20160622T09:00:00+08:00
002173.SZ,20160622,*ST创疗,20170420,20160622,改名,tushare,20160622T16:00:00+08:00,20160622T09:00:00+08:00
300355.SZ,20160622,蒙草生态,,20160622,改名,tushare,20160622T16:00:00+08:00,20160622T09:00:00+08:00
000421.SZ,20160621,南京公用,,20160621,改名,tushare,20160621T16:00:00+08:00,20160621T09:00:00+08:00
002049.SZ,20160620,紫光国芯,20180507,20160620,改名,tushare,20160620T16:00:00+08:00,20160620T09:00:00+08:00
002482.SZ,20160617,广田集团,,20160617,改名,tushare,20160617T16:00:00+08:00,20160617T09:00:00+08:00
600683.SH,20160616,京投发展,,20160609,改名,tushare,20160609T16:00:00+08:00,20160609T09:00:00+08:00
601599.SH,20160615,鹿港文化,,20160608,改名,tushare,20160608T16:00:00+08:00,20160608T09:00:00+08:00
002241.SZ,20160615,歌尔股份,,20160615,改名,tushare,20160615T16:00:00+08:00,20160615T09:00:00+08:00
000606.SZ,20160615,*ST易桥,20170313,20160615,改名,tushare,20160615T16:00:00+08:00,20160615T09:00:00+08:00
300431.SZ,20160606,暴风集团,,20160604,改名,tushare,20160604T16:00:00+08:00,20160604T09:00:00+08:00
300018.SZ,20160606,中元股份,,20160604,改名,tushare,20160604T16:00:00+08:00,20160604T09:00:00+08:00
300343.SZ,20160603,联创互联,20190707,20160603,改名,tushare,20160603T16:00:00+08:00,20160603T09:00:00+08:00
600136.SH,20160531,当代明诚,20200519,20160526,改名,tushare,20160526T16:00:00+08:00,20160526T09:00:00+08:00
002505.SZ,20160531,大康农业,,20160531,改名,tushare,20160531T16:00:00+08:00,20160531T09:00:00+08:00
002445.SZ,20160531,中南文化,20181030,20160531,改名,tushare,20160531T16:00:00+08:00,20160531T09:00:00+08:00
600978.SH,20160530,宜华生活,20200505,20160524,改名,tushare,20160524T16:00:00+08:00,20160524T09:00:00+08:00
000557.SZ,20160526,西部创业,,20160526,改名,tushare,20160526T16:00:00+08:00,20160526T09:00:00+08:00
000615.SZ,20160526,京汉股份,,20160526,改名,tushare,20160526T16:00:00+08:00,20160526T09:00:00+08:00
300008.SZ,20160525,天海防务,,20160525,改名,tushare,20160525T16:00:00+08:00,20160525T09:00:00+08:00
600462.SH,20160524,九有股份,20190114,20160519,改名,tushare,20160519T16:00:00+08:00,20160519T09:00:00+08:00
002356.SZ,20160524,赫美集团,20190505,20160524,改名,tushare,20160524T16:00:00+08:00,20160524T09:00:00+08:00
600862.SH,20160520,中航高科,,20160517,改名,tushare,20160517T16:00:00+08:00,20160517T09:00:00+08:00
603011.SH,20160520,合锻智能,,20160518,改名,tushare,20160518T16:00:00+08:00,20160518T09:00:00+08:00
600623.SH,20160518,华谊集团,,20160513,改名,tushare,20160513T16:00:00+08:00,20160513T09:00:00+08:00
002306.SZ,20160516,中科云网,20170426,20160513,撤销*ST,tushare,20160513T16:00:00+08:00,20160513T09:00:00+08:00
600393.SH,20160512,粤泰股份,,20160506,改名,tushare,20160506T16:00:00+08:00,20160506T09:00:00+08:00
600292.SH,20160512,远达环保,,20160507,改名,tushare,20160507T16:00:00+08:00,20160507T09:00:00+08:00
600539.SH,20160511,狮头股份,20160714,20160510,撤销*ST,tushare,20160510T16:00:00+08:00,20160510T09:00:00+08:00
000972.SZ,20160511,中基健康,20170417,20160511,改名,tushare,20160511T16:00:00+08:00,20160511T09:00:00+08:00
002502.SZ,20160511,骅威文化,20190717,20160511,改名,tushare,20160511T16:00:00+08:00,20160511T09:00:00+08:00
600482.SH,20160510,中国动力,,20160504,改名,tushare,20160504T16:00:00+08:00,20160504T09:00:00+08:00
600984.SH,20160510,建设机械,,20160507,撤销*ST,tushare,20160507T16:00:00+08:00,20160507T09:00:00+08:00
600779.SH,20160509,水井坊,,20160506,撤销*ST,tushare,20160506T16:00:00+08:00,20160506T09:00:00+08:00
600247.SH,20160509,ST成城,20180502,20160506,摘星,tushare,20160506T16:00:00+08:00,20160506T09:00:00+08:00
000010.SZ,20160509,美丽生态,20190425,20160509,改名,tushare,20160509T16:00:00+08:00,20160509T09:00:00+08:00
000557.SZ,20160506,银广夏,20160525,20160505,撤销*ST,tushare,20160505T16:00:00+08:00,20160505T09:00:00+08:00
600608.SH,20160505,ST沪科,20161026,20160504,摘星,tushare,20160504T16:00:00+08:00,20160504T09:00:00+08:00
600552.SH,20160504,凯盛科技,,20160428,改名,tushare,20160428T16:00:00+08:00,20160428T09:00:00+08:00
000691.SZ,20160504,ST亚太,20171128,20160430,ST,tushare,20160430T16:00:00+08:00,20160430T09:00:00+08:00
000511.SZ,20160504,*ST烯碳,20180604,20160430,*ST,tushare,20160430T16:00:00+08:00,20160430T09:00:00+08:00
000693.SZ,20160504,ST华泽,20170501,20160430,ST,tushare,20160430T16:00:00+08:00,20160430T09:00:00+08:00
600401.SH,20160504,海润光伏,20170502,20160430,撤销*ST,tushare,20160430T16:00:00+08:00,20160430T09:00:00+08:00
002069.SZ,20160504,*ST獐岛,20170404,20160503,*ST,tushare,20160503T16:00:00+08:00,20160503T09:00:00+08:00
600265.SH,20160503,*ST景谷,20170209,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
600546.SH,20160503,*ST山煤,20170411,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
601918.SH,20160503,*ST新集,20170326,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
002289.SZ,20160503,*ST宇顺,20170517,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
600725.SH,20160503,*ST云维,20170315,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
002423.SZ,20160503,*ST中特,20170420,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
600179.SH,20160503,*ST黑化,20161102,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
600234.SH,20160503,*ST山水,20170327,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
600432.SH,20160503,*ST吉恩,20180529,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
000670.SZ,20160503,*ST盈方,20170329,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
000629.SZ,20160503,*ST钒钛,20180823,20160429,*ST,tushare,20160429T16:00:00+08:00,20160429T09:00:00+08:00
000662.SZ,20160503,天夏智慧,,20160503,改名,tushare,20160503T16:00:00+08:00,20160503T09:00:00+08:00
600346.SH,20160429,*ST橡塑,20161102,20160428,*ST,tushare,20160428T16:00:00+08:00,20160428T09:00:00+08:00
000622.SZ,20160429,*ST恒立,20170503,20160428,*ST,tushare,20160428T16:00:00+08:00,20160428T09:00:00+08:00
600390.SH,20160429,*ST金瑞,20170503,20160428,*ST,tushare,20160428T16:00:00+08:00,20160428T09:00:00+08:00
000510.SZ,20160429,金路集团,20190704,20160428,撤销*ST,tushare,20160428T16:00:00+08:00,20160428T09:00:00+08:00
600817.SH,20160428,*ST宏盛,20180508,20160427,*ST,tushare,20160427T16:00:00+08:00,20160427T09:00:00+08:00
000408.SZ,20160428,*ST金源,20170522,20160427,*ST,tushare,20160427T16:00:00+08:00,20160427T09:00:00+08:00
600306.SH,20160427,*ST商城,20170418,20160426,*ST,tushare,20160426T16:00:00+08:00,20160426T09:00:00+08:00
000659.SZ,20160427,珠海中富,20170502,20160426,撤销*ST,tushare,20160426T16:00:00+08:00,20160426T09:00:00+08:00
002513.SZ,20160427,*ST蓝丰,20170406,20160426,*ST,tushare,20160426T16:00:00+08:00,20160426T09:00:00+08:00
000633.SZ,20160427,*ST合金,20170517,20160426,*ST,tushare,20160426T16:00:00+08:00,20160426T09:00:00+08:00
600760.SH,20160427,*ST黑豹,20170312,20160426,*ST,tushare,20160426T16:00:00+08:00,20160426T09:00:00+08:00
600866.SH,20160427,*ST星湖,20170411,20160426,*ST,tushare,20160426T16:00:00+08:00,20160426T09:00:00+08:00
600965.SH,20160426,福成股份,,20160419,改名,tushare,20160419T16:00:00+08:00,20160419T09:00:00+08:00
600681.SH,20160426,百川能源,,20160422,改名,tushare,20160422T16:00:00+08:00,20160422T09:00:00+08:00
000505.SZ,20160426,*ST珠江,20170518,20160425,*ST,tushare,20160425T16:00:00+08:00,20160425T09:00:00+08:00
000504.SZ,20160426,*ST生物,20170511,20160425,*ST,tushare,20160425T16:00:00+08:00,20160425T09:00:00+08:00
002199.SZ,20160426,*ST东晶,20170314,20160425,*ST,tushare,20160425T16:00:00+08:00,20160425T09:00:00+08:00
300145.SZ,20160426,中金环境,,20160426,改名,tushare,20160426T16:00:00+08:00,20160426T09:00:00+08:00
002147.SZ,20160426,新光圆成,20181203,20160426,改名,tushare,20160426T16:00:00+08:00,20160426T09:00:00+08:00
600701.SH,20160425,*ST工新,20170213,20160422,*ST,tushare,20160422T16:00:00+08:00,20160422T09:00:00+08:00
000950.SZ,20160425,*ST建峰,20180827,20160422,*ST,tushare,20160422T16:00:00+08:00,20160422T09:00:00+08:00
600444.SH,20160425,国机通用,,20160422,撤销*ST,tushare,20160422T16:00:00+08:00,20160422T09:00:00+08:00
000799.SZ,20160425,酒鬼酒,,20160422,撤销*ST,tushare,20160422T16:00:00+08:00,20160422T09:00:00+08:00
000034.SZ,20160425,神州数码,,20160423,改名,tushare,20160423T16:00:00+08:00,20160423T09:00:00+08:00
002322.SZ,20160425,理工环科,,20160425,改名,tushare,20160425T16:00:00+08:00,20160425T09:00:00+08:00
000587.SZ,20160425,金洲慈航,20200506,20160425,改名,tushare,20160425T16:00:00+08:00,20160425T09:00:00+08:00
002379.SZ,20160422,*ST鲁丰,20170523,20160421,*ST,tushare,20160421T16:00:00+08:00,20160421T09:00:00+08:00
002431.SZ,20160422,棕榈股份,,20160422,改名,tushare,20160422T16:00:00+08:00,20160422T09:00:00+08:00
000717.SZ,20160421,*ST韶钢,20170404,20160420,*ST,tushare,20160420T16:00:00+08:00,20160420T09:00:00+08:00
000913.SZ,20160421,*ST钱江,20170514,20160420,*ST,tushare,20160420T16:00:00+08:00,20160420T09:00:00+08:00
600691.SH,20160421,阳煤化工,,20160420,撤销*ST,tushare,20160420T16:00:00+08:00,20160420T09:00:00+08:00
000933.SZ,20160420,*ST神火,20170501,20160419,*ST,tushare,20160419T16:00:00+08:00,20160419T09:00:00+08:00
000962.SZ,20160420,*ST东钽,20170404,20160419,*ST,tushare,20160419T16:00:00+08:00,20160419T09:00:00+08:00
002336.SZ,20160420,*ST人乐,20170427,20160419,*ST,tushare,20160419T16:00:00+08:00,20160419T09:00:00+08:00
